hindex,cites_count,publications_count,degree_centrality,closeness_centrality,clustering_coefficient,betweenness_centrality,core_number,average_degree,average_clustering,diameter,density,domination_number,chromatic_number,number_connected_components,degree_assortativity,hindex_assortativity,publications_assortativity,cites_assortativity,names,surnames,nobilis,init_year,career_length,gender,category,area,discipline,subdiscipline,speciality,affiliation,country,state,federal_entity,affiliation_category
1,1,1,0.08695652174,0.5227272727,0.25,0,2,1.541666667,0.809,3,0.134057971,8,4,1,-0.419505922693267,-0.1164545025931164,-0.0909090909090909,-0.0614754098360655,MIGUEL ANGEL,MARTINEZ GARCIA,DR.,2016,5,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,TEORIA ECONOMICA,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ECONOMIA,FEDERAL
3,25,28,0.2307692308,0.5652173913,0.06353336692,0,4,2.075,0.846,3,0.1064102564,16,5,1,-0.3630460061375274,-0.0341192256085873,0.0316666666666666,0.0448632421614409,JORGE,SILVA RODRIGUEZ DE SAN MIGUEL,DR.,2015,6,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION DE LA INDUSTRIA Y POLITICA ECONOMICA,ADMINISTRACION PUBLICA,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,CENTRO INTERDISCIPLINARIO DE INV. Y EST. SOBRE EL M..CIIEMAD,INSTITUTO
9,475,23,0.02082160945,0.5052601649,0.006275365628,0,11,6.6287964,0.881,4,0.007460659989,756,60,1,-0.0623531068692879,0.019300470949592,0.0253895716207954,0.0266324480787586,CLAUDIA NOEMI,GONZALEZ BRAMBILA,DRA.,2007,14,f,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,PRODUCTIVIDAD CIENTIFICA E INNOVACION TECN,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,MÉXICO,CIUDAD DE MÉXICO,DIVISION ACADEMICA DE ADMINISTRACION Y CONTADURIA PUBLICA,INSTITUTO
1,1,2,0.1724137931,0.5471698113,0.2320697223,0,3,1.633333333,0.81,3,0.1126436782,13,4,1,-0.409678858162355,0.0664126292868807,0.008470588235294,0.0244133680967053,ANA LILIA,VALDERRAMA SANTIBAÑEZ,DRA.,2011,10,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION DE LA INDUSTRIA Y POLITICA ECONOMICA,ECONOMIA INDUSTRIAL,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ECONOMIA,FEDERAL
2,12,6,0.02764976959,0.5070093458,0.01290194501,0,4,2.050458716,0.729,4,0.01889823701,71,9,1,-0.3357746239736931,0.0879003198217104,0.0860764669801676,0.0915325005703066,ALEJANDRO,ISLAS CAMARGO,DR.,2003,18,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMETRIA,ECONOMETRIA,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,MÉXICO,CIUDAD DE MÉXICO,"DIVISION ACADEMICA DE ACTUARIA, ESTADISTICA Y MATEMATICAS",INSTITUTO
1,12,6,0.04166666667,0.5106382979,0.02216843641,0,5,6.92733564,0.91,4,0.0481064975,128,48,1,0.0417950725267977,0.296893743551601,0.2872811532547879,0.2913688211323527,ARIADNA ISABEL,BARRERA RODRIGUEZ,DRA.,2011,10,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,DESARROLLO AGRICOLA REGIONAL,UNIVERSIDAD AUTONOMA CHAPINGO,MÉXICO,MÉXICO,PREPARATORIA AGRICOLA,CENTRO
1,2,2,0.119047619,0.5316455696,0.05,0,3,2.023255814,0.869,3,0.09634551495,17,5,1,-0.3179592323241018,0.0500454959053685,-0.0527337914550343,0.0034075255564416,ROBERTO,GONZALEZ ACOLT,DR.,2019,2,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,AMBIENTE Y RECURSOS NATURALES; ECONOMIA REGIONAL,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MÉXICO,AGUASCALIENTES,CENTRO DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,OCCIDENTE
2,20,10,0.1057692308,0.5279187817,0.02424327437,0,3,2.20952381,0.796,4,0.04249084249,38,7,1,-0.2444738239746434,0.0426233849345146,0.0319615360176222,0.0535888890057089,MARIA DEL CARMEN,MARTINEZ SERNA,DRA.,2012,9,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,GESTION DE LA PEQUEÑA Y MEDIANA EMPRESA,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MÉXICO,AGUASCALIENTES,CENTRO DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,OCCIDENTE
1,4,9,0.1896551724,0.5523809524,0.03051436877,0,3,1.830508475,0.778,4,0.06312098188,21,4,1,-0.3540110610639151,0.071067627136867,0.0393641180923542,0.052274013964899,HUMBERTO,RIOS BOLIVAR,DR.,2011,10,m,3,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,CRECIMIENTO Y DESARROLLO ECONOMICO,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ECONOMIA,FEDERAL
10,254,25,0.03025936599,0.5076810534,0.007551105575,0,6,3.376978417,0.848,4,0.009731926275,272,12,1,-0.2198138354321702,-0.0219169246379827,-0.0164258136741962,-0.0133757559681082,GONZALO,MALDONADO GUZMAN,DR.,2016,5,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,INNOVACION,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MÉXICO,AGUASCALIENTES,CENTRO DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,OCCIDENTE
4,72,9,0.02401746725,0.5060773481,0.0126962612,0,5,3.468409586,0.913,4,0.01514589339,177,12,1,-0.2469199615204929,-0.0305688747513043,-0.02851992278598,-0.0243307279389595,SANDRA YESENIA,PINZON CASTRO,DRA.,2016,5,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,MERCADOTECNIA Y ADMINISTRACION,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MÉXICO,AGUASCALIENTES,CENTRO DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,OCCIDENTE
6,109,17,0.03755215577,0.5095676825,0.003850350748,0,6,3.733333333,0.879,4,0.01038479369,276,33,1,-0.1736144942390144,0.0336350500608289,0.0407077789492909,0.0424376081172669,GABRIELA CITLALLI,LOPEZ TORRES,DRA.,2013,8,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,KNOWLEDGE MANAGEMENT SUSTAINABILITY,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MÉXICO,AGUASCALIENTES,CENTRO DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,OCCIDENTE
4,51,5,0.05714285714,0.5147058824,0.02081803515,0,3,2.633802817,0.779,4,0.07525150905,19,9,1,-0.3972788737323828,-0.0229059829059828,0.0032633525508539,-0.0016467309675901,JOSE TRINIDAD,MARIN AGUILAR,DR.,2014,7,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,NUEVAS PERSPECTIVAS DE MERCADOTECNIA,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MÉXICO,AGUASCALIENTES,CENTRO DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,OCCIDENTE
3,19,10,0.2916666667,0.5853658537,0.1218980473,0,3,1.84,0.659,4,0.1533333333,10,5,1,-0.3131868545732553,-0.0744525547445255,-0.0554493307839388,-0.027799428422967,NEFTALI,PARGA MONTOYA,DR.,2019,2,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,"EMPRENDIMIENTO, TEORIA INSTITUCIONAL, REDES DE COLABORACION",UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MÉXICO,AGUASCALIENTES,,OCCIDENTE
2,11,9,0.02473206925,0.5062604341,0.003339530881,0,10,5.76029654,0.875,4,0.009497603529,531,22,1,-0.1014892067409805,0.0977311825471007,0.0870915911537677,0.0871917075739621,ISMAEL,PLASCENCIA LOPEZ,DR.,2018,3,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,CAMBIO ECONOMICO O TECNOLOGICO,ECOSISTEMAS REGIONALES DE INNOVACION,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
1,1,2,1.0,1.0,0.2129960525,0,3,1.5,0.906,2,0.6,3,4,1,-0.3846153846153848,0.3333333333333334,0.0,-0.0588235294117647,LUIS RAMON,MORENO MORENO,DR.,2011,10,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,PESCA Y ACUACULTURA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS MEXICALI,NOROESTE
2,9,4,0.04263565891,0.5108910891,0.03146736315,0,6,3.637065637,0.842,4,0.02819430726,98,10,1,-0.2031359334949203,0.0677201799459649,0.0602522225215516,0.0585480241501524,RICARDO FERNANDO,ROSALES CISNEROS,DR.,2017,4,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,CAMBIO ECONOMICO O TECNOLOGICO,GESTION DE LA INNOVACION Y TECNOLOGIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
1,5,2,0.1176470588,0.53125,0.4807498568,0,2,1.444444444,0.776,3,0.1699346405,6,3,1,-0.5601503759398495,-0.1251175917215427,-0.1054030115146146,-0.1015004413062664,ERIKA,GARCIA MENESES,DRA.,2011,10,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMETRIA,ORGANIZACION INDUSTRIAL Y ECONOMETRIA APLICADA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS MEXICALI,NOROESTE
4,77,38,0.05846153846,0.5150554675,0.004309035575,0,8,3.397849462,0.851,4,0.01045492142,243,12,1,-0.0787527516792926,0.0960648935790312,0.0812949005255328,0.0817327231384738,EDUARDO,AHUMADA TELLO,DR.,2011,10,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,"GESTION DE LA INGENIERIA, BIENESTAR SUBJETIVO, KNOWLEDGE MAN",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
3,27,9,0.1125,0.5298013245,0.01762797449,0,4,2.666666667,0.8,4,0.06666666667,31,13,1,-0.2427318954960607,-0.0072043085962083,0.0237288135593222,0.0230831591073944,SANTOS,LOPEZ LEYVA,DR.,2012,9,m,3,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,ECONOMIA DE LA EDUCACION,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
1,1,5,0.07692307692,0.52,0.04639892904,0,4,1.914285714,0.728,4,0.03681318681,33,5,1,-0.3322616265212413,0.0086096194256362,-0.0167630835463473,0.0094146321865248,AMBROSIO,ORTIZ RAMIREZ,DR.,2014,7,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,CIENCIAS FINANCIERAS,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ECONOMIA,FEDERAL
4,30,46,0.006386671295,0.5016017829,0.0009150541279,0,56,35.50157926,0.868,4,0.002464531708,13510,127,1,0.0091423370261023,0.1226891276861677,0.1190220066508026,0.1183878418452271,MARGARITA,RAMIREZ RAMIREZ,DRA.,1971,50,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,CAMBIO ECONOMICO O TECNOLOGICO,TECNOLOGIAS DE INFORMACION EN LA TOMA DE DECISIONE,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
3,30,13,0.2571428571,0.5737704918,0.06755555492,0,7,2.535211268,0.66,4,0.07243460765,27,8,1,-0.1597132681956231,0.1560117417600819,0.1002871424013612,0.1246425452490624,JOSE GABRIEL,AGUILAR BARCELO,DR.,2008,13,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION DE LA INDUSTRIA Y POLITICA ECONOMICA,ANALISIS MICROECONOMICO Y COMPETENCIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
5,52,15,0.2878787879,0.5840707965,0.07438235999,0,7,2.597014925,0.651,4,0.07869742198,25,8,1,-0.1994960785895025,0.1573140173927691,0.1012912482065997,0.1217301598997862,MARTIN ARTURO,RAMIREZ URQUIDY,DR.,2007,14,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION DE LA INDUSTRIA Y POLITICA ECONOMICA,"PEQUEÑAS EMPRESAS, EMPRENDEDURISMO,  CAPITAL HUMAN",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
1,1,1,0.2,0.5555555556,0.5,0,2,2.363636364,0.878,2,0.4727272727,5,6,1,-0.305543976656941,-0.0737463126843658,-0.0141843971631205,-0.0328151986183074,MA. DEL CARMEN,ALCALA ALVAREZ,DRA.,2021,0,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,"INNOVACION, DESARROLLO REGIONAL, EDUACION SUPERIOR",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
2,10,9,0.1388888889,0.5373134328,0.07533070166,0,3,2.081081081,0.87,4,0.1156156156,16,7,1,-0.2610406780254607,-0.0524691358024694,-0.0556983718937449,-0.0284246575342467,ISIS ARLENE,DIAZ CARRION,DRA.,2014,7,f,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,"TURISMO, SOSTENIBILIDAD, GENERO",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
3,20,15,0.07954545455,0.5207100592,0.0109652618,0,4,2.011299435,0.79,4,0.0228556754,57,7,1,-0.3411687069488885,0.0413641072920042,0.0165871625337306,0.0471068015100438,SALVADOR,CRUZ AKE,DR.,2011,10,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ACTIVIDADES ECONOMICAS,"VALUACION ACTIVOS, NO LINEALIDAD, ADMON. RIESGOS",INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ECONOMIA,FEDERAL
2,17,8,0.1379310345,0.537037037,0.07528685591,0,4,2.305084746,0.611,4,0.07948568089,20,8,1,-0.2354160504436428,-0.0323979937644029,0.0006073120369245,0.0216962524654832,GERMAN,OSORIO NOVELA,DR.,2016,5,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION DE LA INDUSTRIA Y POLITICA ECONOMICA,"MICROEMPRESAS, EMPRENDIMIENTO, BIENESTAR",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
2,14,10,0.112244898,0.5297297297,0.04029808603,0,4,3.080808081,0.816,4,0.0628736343,42,11,1,-0.0439212867890039,0.2929625799706825,0.2587355420289212,0.2519967742291844,OMAR,NEME CASTILLO,DR.,2009,12,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,"ECONOMICO, LOCAL, ORGANIZACIONAL,INTERNACIONAL",INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ECONOMIA,FEDERAL
1,2,8,0.03787878788,0.5096525097,0.01250936842,0,7,4.300567108,0.891,4,0.01629002692,223,14,1,-0.113568282488749,0.074301348288108,0.078001769542973,0.0804977804722896,MIRIAM,SIQUEIROS HERNANDEZ,DRA.,2015,6,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,"TECNICAS DE MANUFACTURA, OPTIMIZACION DE PROCESOS, SOSTENIBI",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS MEXICALI,NOROESTE
7,162,45,0.03902439024,0.5099502488,0.002091559963,0,7,3.840155945,0.835,4,0.007492987211,398,13,1,-0.1535070847242491,0.0207620234612142,0.019553100434863,0.0219580019084892,DAVID FERNANDO,MUÑOZ NEGRON,DR.,1997,24,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,SIMULACION DE SISTEMAS,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,MÉXICO,CIUDAD DE MÉXICO,DIVISION ACADEMICA DE INGENIERIA,INSTITUTO
1,2,2,0.4285714286,0.6363636364,0.1666666667,0,2,1.5,0.805,3,0.4285714286,3,4,1,-0.1463229719484462,-0.0052356020942408,-0.081967213114754,-0.0819672131147541,RAFAEL EDUARDO,SAAVEDRA LEYVA,DR.,2019,2,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION INDUSTRIAL Y POLITICA PUBLICA,,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
3,24,8,0.1046511628,0.527607362,0.02018080582,0,3,2.655172414,0.824,4,0.06174819567,33,7,1,-0.2084757136294411,0.1492420282279143,0.1037524108139811,0.1111608241426366,JUAN MANUEL,OCEGUEDA HERNANDEZ,DR.,2007,14,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,"CRECIMIENTO, DESARROLLO REGIONAL Y EDUCACION",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
2,12,7,0.2280701754,0.5643564356,0.1174116832,0,7,2.75862069,0.664,4,0.09679370841,21,8,1,-0.2747297291392154,0.1665205740188836,0.1020054299468413,0.1280273799402699,NATANAEL,RAMIREZ ANGULO,DR.,2008,13,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,"DESARROLLO MICROEMPRESARIAL, EMPRENDIMIENTO, NEGOCIOS SOCIAL",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
1,2,1,0.05882352941,0.5151515152,0.2403749284,0,2,2.571428571,0.786,3,0.1512605042,13,8,1,-0.4048146894584786,-0.0948222083593263,-0.0951256173502255,-0.0452543051661994,ROBERTO IVAN,FUENTES CONTRERAS,DR.,2020,1,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA GENERAL,"EVASION FISCAL, INFORMALIDAD, DESARROLLO EMPRESARIAL",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
1,1,3,0.5,0.6666666667,0.3333333333,0,2,1.428571429,0.85,3,0.4761904762,3,4,1,0.2499999999999955,0.3749999999999999,-0.3008130081300814,0.1366906474820144,ANA MARIA,MIRANDA ZAVALA,DRA.,2019,2,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,INNOVACION TECNOLOGICA,GESTION DE LA INNOVACION Y LA TECNOLOGIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
1,3,2,0.3636363636,0.6111111111,0.5,0,3,2.083333333,0.855,4,0.3787878788,6,6,1,0.2054794520547946,0.1864831038798497,-0.0224948875255623,0.0945674044265593,ISAAC,CRUZ ESTRADA,DR.,2018,3,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,CAMBIO ECONOMICO O TECNOLOGICO,GESTION DE LA INNOVACION Y LA TECNOLOGIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
2,25,4,0.07428571429,0.5192878338,0.02195870313,0,9,3.420454545,0.801,4,0.03909090909,66,11,1,-0.1290663848914457,0.1385627631535106,0.1155393119559767,0.1169594024259102,JUAN MANUEL ALBERTO,PERUSQUIA VELASCO,DR.,2016,5,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,RESPONSABILIDAD SOCIAL,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
4,26,12,0.2941176471,0.5862068966,0.005340199532,0,2,1.480769231,0.662,4,0.0580693816,17,4,1,-0.2838421103236268,0.1949215832710978,0.1607213634562029,0.1964953731049418,RAMON AMADEO,CASTILLO PONCE,DR.,2008,13,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMETRIA,APLICACIONES DE ECONOMETRIA DE SERIES DE TIEMPO,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MÉXICO,BAJA CALIFORNIA,CAMPUS TIJUANA,NOROESTE
6,160,26,0.01018010963,0.502558048,0.005879956824,0,10,13.13268102,0.898,4,0.01028401019,1140,103,1,0.7083894031568952,0.1094208088596672,0.106778735814313,0.1059410700953059,ALBERTO FRANCISCO,TORRES GARCIA,DR.,2012,9,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA INTERNACIONAL,"DESARROLLO ECONOMICO, COMPETITIVIDAD, NEGOCIOS",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,MÉXICO,BAJA CALIFORNIA SUR,AREA DE CONOCIMIENTO DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
1,1,1,0.6666666667,0.75,1.0,0,2,1.0,0.569,2,0.6666666667,2,3,1,-0.7142857142857143,,-0.2631578947368421,-0.2631578947368421,GILBERTO,MARTINEZ SIDON,DR.,2020,1,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA GENERAL,ECONOMIA REGIONAL,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,MÉXICO,BAJA CALIFORNIA SUR,AREA DE CONOCIMIENTO DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
6,80,16,0.01213960546,0.5030534351,0.006959191954,0,9,14.45197169,0.891,4,0.01462010287,883,100,1,-0.0520063958567755,0.0520530443289123,0.0495118727379486,0.0488237329325282,FRANCISCO JAVIER,VERGARA SOLANA,DR.,2011,10,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,BIOECONOMIA PESQUERA Y ACUICOLA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,MÉXICO,BAJA CALIFORNIA SUR,AREA DE CONOCIMIENTO DE CIENCIAS DEL MAR Y DE LA TIERRA,NOROESTE
2,8,3,0.03636363636,0.5092592593,0.09129173003,0,5,5.686746988,0.911,4,0.06893026652,77,20,1,-0.1488976297486982,0.0531693709318485,0.0312628681508965,0.0246402226355676,JUDITH,JUAREZ MANCILLA,DRA.,2016,5,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,DESARROLLO ECONOMICO,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,MÉXICO,BAJA CALIFORNIA SUR,AREA DE CONOCIMIENTO DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
1,1,2,0.08620689655,0.5225225225,0.1333333333,0,3,2.93220339,0.857,3,0.1011104617,23,13,1,-0.1900574143886391,0.1297335063379578,0.0831063673168936,0.0854903390448414,IVONNE DALILA,GOMEZ CABRERA,DRA.,2016,5,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,MÉXICO,BAJA CALIFORNIA SUR,AREA DE CONOCIMIENTO DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
1,6,5,0.05681818182,0.514619883,0.07367164202,0,3,1.797752809,0.711,3,0.04085801839,28,5,1,-0.3596020832971781,-0.0630493459755,-0.0934729010770362,-0.0753557223982814,MARIA TERESA,MARTINEZ PALACIOS,DRA.,2015,6,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,ECONOMIA,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ECONOMIA,FEDERAL
4,73,28,0.04792746114,0.5122760451,0.002534216403,0,6,5.355756792,0.863,4,0.0138750176,325,32,1,-0.0908993171944122,0.1409799919550678,0.1297227552788494,0.1294227281646187,ANTONINA,IVANOVA BONCHEVA,DRA.,2006,15,f,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA INTERNACIONAL,"COMERCIO, SUSTENTABILIDAD Y MEDIO AMBIENTE",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,MÉXICO,BAJA CALIFORNIA SUR,AREA DE CONOCIMIENTO DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
1,2,2,0.02573529412,0.5065176909,0.02998017962,0,5,3.882783883,0.867,4,0.02854988149,113,12,1,-0.1553391219141281,0.1373526335666237,0.1186685060401831,0.1151574355799866,REYNA MARIA,IBAÑEZ PEREZ,DRA.,2016,5,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,"TURISMO, SUSTENTABILIDAD, ECONOMIA Y EMPRESA",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,MÉXICO,BAJA CALIFORNIA SUR,AREA DE CONOCIMIENTO DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
