hindex,cites_count,publications_count,degree_centrality,closeness_centrality,clustering_coefficient,betweenness_centrality,core_number,average_degree,average_clustering,diameter,density,domination_number,chromatic_number,number_connected_components,degree_assortativity,hindex_assortativity,publications_assortativity,cites_assortativity,names,surnames,nobilis,init_year,career_length,gender,category,area,discipline,subdiscipline,speciality,affiliation,country,state,federal_entity,affiliation_category
2,22.0,5,0.04268292683,0.5109034268,0.05465026198,0,7,8.401215805,0.887,4,0.05122692564,146,53,1,-0.03983787276,0.06449176076,0.1497113292,0.1667392205,VENTURA LILIA,CRUZ HERNANDEZ,DRA.,2017,4,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,CORROSION Y SOLDADURA,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
6,348.0,22,0.01795212766,0.5045286817,0.007918653885,0,11,5.26852775,0.856,4,0.003503010472,1281,32,1,-0.1102376986,0.06343800066,0.05979992714,0.0584933466,OSCAR,GOIZ AMARO,DR.,2007,14,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,NANOMATERIALES,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,SECRETARIA DE INVESTIGACION Y POSGRADO,INSTITUTO
5,94.0,12,0.06315789474,0.5163043478,0.06198896545,0,8,3.429319372,0.722,4,0.03609809865,61,10,1,-0.2686902122,0.01310122308,0.0220978725,0.0261498287,MARIO DANIEL,LLANES TIZOC,DR.,2016,5,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA CIVIL,DISEÑO SISMICO ESTRUCTURAL,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
2,26.0,3,0.01878612717,0.5047410649,0.05659088772,0,9,5.32034632,0.85,4,0.01537672347,299,15,1,-0.1310276811,0.04347330871,0.04096864053,0.04089284513,MARIANA ENELIA,LINARES AVILES,DRA.,2018,3,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,SEMICONDUCTORES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
3,12.0,3,0.02430555556,0.5061511424,0.01210302746,0,8,5.112651646,0.878,4,0.01775226266,249,14,1,-0.1391672323,-0.01820337298,-0.01571539776,-0.0175299686,BRENELY,GONZALEZ PENGUELLY,DRA.,2013,8,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,NANOMATERIALES VIA SOL-GEL,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
6,143.0,24,0.02589182969,0.5065578549,0.00120355027,0,8,4.069005175,0.85,4,0.004682399511,708,16,1,-0.1132588186,0.04769733295,0.05222984755,0.05165008462,EUSEBIO,BOLAÑOS REYNOSO,DR.,2001,20,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,CRISTALIZACION,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,168.0,5,0.00441826215,0.5011070111,0.02390141594,0,6,5.959529065,0.853,3,0.008776920568,577,51,1,-0.11364426,0.03518129371,0.03456533932,0.03375404907,EDUARDO,TORAL SANCHEZ,DR.,2016,5,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA AMBIENTAL,DEGRADACION BIOLOGICA DE CONTAMINANTES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
3,200.0,5,0.01757188498,0.5044319098,0.01222373032,0,10,5.73046252,0.84,4,0.01830818696,248,22,1,-0.1668701619,0.08122742696,0.07847581358,0.07893460838,HUGO,AGUIRRE RAMOS,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRICA,PROCESAMIENTO DIGITAL DE IMAGENES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
8,392.0,8,0.02375296912,0.5060096154,0.09055825843,0,7,4.436018957,0.852,4,0.02107372426,178,13,1,-0.1429436221,0.1087295716,0.1034587387,0.1018663454,VICTOR MANUEL,AMBRIZ DIAZ,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,POLIGENERACION EN CASCADA,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,92.0,12,0.01573849879,0.5039658328,0.005798590898,0,6,4.472793229,0.87,4,0.01083000782,341,18,1,-0.1201798931,-0.004430965283,-0.009069540521,-0.008132895499,IVAN DE JESUS,DIAZ RODRIGUEZ,DR.,2002,19,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
3,44.0,3,0.01041666667,0.502617801,0.01412895992,0,7,5.143042913,0.868,4,0.01339334092,324,31,1,-0.1173455751,0.06144523145,0.05461605753,0.05364620781,ANTONIO DE JESUS,BARRERA VILLATORO,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,MATERIALES LUMINISCENTES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,46.0,6,0.006815600151,0.5017097264,0.003845261831,0,11,7.970476911,0.877,4,0.006035953738,1165,59,1,-0.06252537011,0.08725367336,0.08430030584,0.08319901299,MIGUEL,ROSALES GUZMAN,DR.,2013,8,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,"COPOLIMEROS, REACTIVIDADES, OLEFINAS",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
3,566.0,7,0.01690269529,0.5042616909,0.005613338829,0,27,7.762557078,0.885,4,0.007092331729,933,89,1,-0.009195569599,0.0604533844,0.06143375927,0.06030974457,GEMMA,CERVANTES TORRE MARIN,DRA.,2014,7,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA AMBIENTAL,ECOLOGIA INDUSTRIAL Y MEDIDA DESARROLLO SUSTENTAB,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,272.0,12,0.02211874272,0.5055915244,0.004355179625,0,9,4.827906977,0.864,4,0.0112407613,343,22,1,-0.1409201386,-0.02081180513,-0.02485292357,-0.02477354411,MONSERRAT,CASTAÑEDA JUAREZ,DRA.,2015,6,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,"TRATAMIENTO DE AGUAS RESIDUALES, CALIDAD DEL AGUA",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,116.0,3,0.02857142857,0.5072463768,0.02342960098,0,6,3.81300813,0.891,3,0.03112659698,91,11,1,-0.2004515002,0.01827701695,0.0310706522,0.02786501317,LEOPOLDO,GIL ANTONIO,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,CONTROL DE SISTEMAS,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,90.0,8,0.01117318436,0.5028089888,0.009593254135,0,9,5.312599681,0.874,4,0.008479807951,538,17,1,-0.1180911773,0.05813566209,0.05628499909,0.05429321833,DAVID,VICTORIA VALENZUELA,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,POLIMEROS,INGENIERIA DE REACCIONES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,44.0,5,0.09032258065,0.5236486486,0.05778176426,0,6,3.75,0.849,4,0.04838709677,66,10,1,-0.1995425366,0.01868627272,0.02935220468,0.02692166078,AARON DELFINO,DE LA CONCHA GOMEZ,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,MODELADO Y SIMULACION,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,54.0,7,0.04787234043,0.5122615804,0.05373280248,0,5,3.052910053,0.847,3,0.03247776652,69,9,1,-0.2017348689,-0.02156231437,-0.01039527516,-0.01424811196,GADDIEL,DESIRENA LOPEZ,DR.,2014,7,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
13,746.0,41,0.02897415818,0.5073500199,0.001718764934,0,11,5.115851272,0.862,4,0.004006148216,1066,32,1,-0.1179446211,0.131689956,0.1301296596,0.1281005338,TU,LE MANH,DR.,2014,7,m,1,VII.- INGENIERÍAS,INGENIERIA,CIENCIA DE MATERIALES,METALURGIA Y MATERIALES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
3,74.0,5,0.01336898396,0.5033647376,0.01209292765,0,5,4.914666667,0.87,4,0.02628163993,158,22,1,-0.127345936,0.03858928807,0.04244313323,0.04109955572,JAIME,GARIBAY RODRIGUEZ,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,OPTIMIZACION,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
6,138.0,14,0.02127659574,0.5053763441,0.01213727113,0,9,4.93,0.876,4,0.01234042553,347,20,1,-0.1381826945,0.05818298402,0.05784573753,0.05684978676,FRANCHESCOLI DIDIER,VELAZQUEZ HERRERA,DR.,2018,3,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,"ARCILLAS, SINTESIS, MESOPOROSOS",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
11,810.0,16,0.007958477509,0.5019975682,0.008529795616,0,10,4.273953649,0.869,4,0.00295775339,1126,16,1,-0.09390518043,0.04828623361,0.04594266637,0.04524968785,ANTONIO,CORONEL ESCAMILLA,DR.,2016,5,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
11,898.0,33,0.04625199362,0.5118367347,0.01011033144,0,7,3.651273885,0.848,4,0.01164680665,233,11,1,-0.1972281088,-0.01057172334,-0.006574664265,-0.006702365755,LUIS HUMBERTO,DIAZ SALDIERNA,DR.,2007,14,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,ELECTRONICA DE POTENCIA,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",MÉXICO,SAN LUIS POTOSÍ,DIVISION DE MATEMATICAS APLICADAS,INSTITUTO
2,40.0,4,0.01766784452,0.504456328,0.02920189219,0,5,3.693661972,0.849,4,0.02610361818,103,10,1,-0.2068999654,-0.01452518971,0.0001739449524,0.001123996888,ERICK ISRAEL,VAZQUEZ OVIEDO,DR.,2014,7,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,SINCRONIZACION Y CONTROL,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",MÉXICO,SAN LUIS POTOSÍ,,INSTITUTO
7,174.0,13,0.01798063624,0.5045359386,0.003651535307,0,12,9.935729095,0.893,4,0.01374236389,650,82,1,-0.0836043263,0.1404540704,0.1323362973,0.1311958462,ROCIO JIMENA,JIMENEZ VALDES,DRA.,2016,5,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,MICROFLUIDICA PARA ANALISIS DE SISTEMAS BIOLOGICO,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,200.0,17,0.02753623188,0.5069801616,0.01795614333,0,9,4.973950796,0.877,4,0.01441724868,292,15,1,-0.1481914864,0.08836659239,0.09218108339,0.09205362362,ABIEL,AGUILAR GONZALEZ,DR.,2015,6,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA DE SISTEMAS,COMPUTO RECONFIGURABLE,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
6,318.0,11,0.01734820322,0.504375,0.02120226594,0,9,4.487623762,0.858,4,0.01112174414,329,13,1,-0.09944106879,0.001933243711,0.001881287277,0.001931414295,ERIK,ALPIZAR REYES,DR.,2017,4,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,"BIOPOLIMEROS, SECADO POR ASPERSION, MICROENCAPSULACION",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
7,1286.0,8,0.02066115702,0.5052192067,0.01111376293,0,9,4.786377709,0.871,4,0.009889210143,402,32,1,-0.1322393626,0.1004409749,0.095539747,0.09545263994,EDGAR,SANTOYO CASTELAZO,DR.,2009,12,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ENERGETICA,ANALISIS DE CICLO DE VIDA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,MÉXICO,CIUDAD DE MÉXICO,CAMPUS CIUDAD DE MEXICO,INSTITUTO
5,134.0,20,0.02060606061,0.5052051439,0.008676022744,0,7,3.871670702,0.87,4,0.009385868369,321,17,1,-0.1732853051,-0.07845179076,-0.06684501951,-0.06732579905,FRANCISCO JAVIER,SANCHEZ CAREAGA,DR.,2012,9,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,HIDRODINAMICA EN COQUIZADORES Y CRACK TERMICO,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
2,5.0,3,0.04615384615,0.5118110236,0.05125115005,0,5,2.664122137,0.851,3,0.04098649442,48,7,1,-0.2733246118,-0.05238519487,-0.02751430349,-0.03120115366,ALBERTO,LOPEZ ALANIS,DR.,2019,2,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA DE SISTEMAS,ANALISIS DE IMAGENES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
10,914.0,32,0.01175132676,0.5029551954,0.003499657807,0,15,13.88345651,0.88,4,0.005262872066,2394,100,1,-0.04836166282,0.02806546281,0.02744989168,0.02694662645,DAVID,CONCHOUSO GONZALEZ,DR.,2009,12,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,"MICROFLUIDICA, MEMS, NANOTECNOLOGIA",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,142.0,4,0.02808988764,0.5071225071,0.02583305226,0,7,4.74789916,0.885,4,0.02667359078,144,24,1,-0.1657692667,0.04538552196,0.04538988999,0.04096515192,AIRAM VERONICA,CURTIDOR LOPEZ,DRA.,2015,6,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,CONTROL INTELIGENTE,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
6,172.0,8,0.01300813008,0.5032733224,0.006637616538,0,12,6.072047671,0.871,4,0.006582165497,809,46,1,-0.08031695923,0.06940752542,0.07311185192,0.07059053688,JUAN MANUEL,ARCE RAMOS,DR.,2008,13,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,QUIMICA COMPUTACIONAL,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,128.0,11,0.03274087933,0.5083214456,0.008534967331,0,12,8.814018692,0.875,4,0.01649021271,452,92,1,-0.1238351522,0.1302276383,0.1297794889,0.1280986468,JUAN RICARDO,SALINAS MARTINEZ,DR.,2015,6,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,"RECUBRIMIENTOS, INHIBIDORES DE CORROSION, MATERIALES",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
7,136.0,10,0.01364628821,0.5034350096,0.007347741717,0,9,4.333333333,0.877,4,0.004730713246,763,15,1,-0.08683753027,0.05984725607,0.05675220755,0.05662764312,NANCY,VARGAS BECERRIL,DRA.,2013,8,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,CIENCIA DE MATERIALES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,168.0,7,0.02672292546,0.5067712046,0.01011789594,0,9,4.991573034,0.848,4,0.01404099306,289,24,1,-0.1890375688,0.02350724179,0.02398365782,0.02081061352,IRVING OMAR,CAZARES RAMIREZ,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,CONTROL DIFUSO,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
1,1.0,1,0.01822916667,0.5045992116,0.006651189989,0,7,4.067532468,0.883,3,0.02118506494,145,12,1,-0.264296985,-0.01699118489,-0.01156339471,-0.01388890414,MARCO ANTONIO,ABARCA RODRIGUEZ,DR.,2021,0,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,44.0,5,0.02857142857,0.5072463768,0.02765088626,0,8,4.797720798,0.904,3,0.02741554742,148,12,1,-0.2744829741,-0.02332215418,-0.01116558424,-0.01065266317,IVAN LENIN,CRUZ JARAMILLO,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,BIOMECANICA,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
7,112.0,39,0.02536824877,0.5064235392,0.002099565977,0,10,5.285480573,0.894,4,0.004325270518,1048,19,1,-0.09594902415,0.08077702987,0.08637425079,0.0866262737,CITLALLI JESSICA,TRUJILLO ROMERO,DRA.,2006,15,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,"MICROONDAS, RADIOFRECUENCIA, RADIACONES EM",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,141.0,15,0.01633554084,0.5041175161,0.003188654064,0,12,5.703883495,0.871,4,0.005036541718,979,19,1,-0.07376537854,0.1071947104,0.1004742375,0.09974909464,MIGUEL ANGEL,WALDO MENDOZA,DR.,1999,22,m,1,VII.- INGENIERÍAS,INGENIERIA,POLIMEROS,FISICOQUIMICA DE PLASTICOS,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,280.0,13,0.007340241796,0.5018418202,0.01134998828,0,12,5.365990505,0.845,4,0.004633843269,950,34,1,-0.1027442772,-0.04665056291,-0.04659606257,-0.04655746909,LUIS,GUERRERO BONILLA,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECATRONICA,"ROBOTICA, CONTROL, SISTEMAS MULTI-ROBOT.",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
2,26.0,9,0.02158273381,0.5054545455,0.01102775587,0,7,3.626794258,0.884,4,0.01739469668,162,16,1,-0.1355855854,0.05193062191,0.05495677861,0.0510640317,ROCIO JASMIN,VAZQUEZ GUERRA,DRA.,2016,5,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA DE CONTROL,CONTROL AUTOMATICO,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,MÉXICO,CIUDAD DE MÉXICO,CAMPUS CIUDAD DE MEXICO,INSTITUTO
2,10.0,2,0.01515151515,0.5038167939,0.02486499428,0,7,4.457466919,0.876,4,0.01688434439,222,13,1,-0.196442796,0.04555669891,0.0441829437,0.04179952391,ADRIAN,CONTRERAS BRISEÑO,DR.,2019,2,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,SIMULACION TRANSFORMACION FASE,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,54.0,5,0.0156555773,0.5039447732,0.0264604803,0,11,9.294232649,0.885,4,0.01818832221,428,100,1,-0.1261396919,0.1409535311,0.1408944167,0.1399613296,DOMINGO,CRUZ OLVERA,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,DISEÑO MECANICO,NANOCIENCIA DE MATERIALES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,286.0,10,0.01472498917,0.5037085515,0.006925244995,0,12,5.717316017,0.884,4,0.004952200968,1016,26,1,-0.112225114,0.09726824508,0.09701998568,0.09576492311,SAMUEL,ZAPIEN CASTILLO,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,"ASFALTOS, ORGANOGELES",SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
0,0.0,0,0.01045296167,0.5026269702,0.00517458951,0,8,3.945682451,0.834,4,0.005499208991,540,30,1,-0.1368773919,0.1724534819,0.1696894691,0.1692258796,CARLOS ABRAHAM,SORIANO RANGEL,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRICA,ELECTRONICA DE POTENCIA,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
7,340.0,59,0.02092511013,0.5052865888,0.001845792177,0,10,4.804623005,0.886,4,0.005291435027,748,50,1,-0.1029153813,0.03350707372,0.03139892563,0.03050196806,RAMIRO,SAMANO ROBLES,DR.,2006,15,m,C,VII.- INGENIERÍAS,INGENIERIA,TELEFONIA,PROCESAMIENTO DE SEÑALES PARA REDES INALAMBRICAS,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,72.0,7,0.01851851852,0.5046728972,0.02814484228,0,8,4.255462185,0.877,4,0.0143281555,255,15,1,-0.1618181982,0.003810154891,0.003976951858,0.003284735943,VICTOR,SANCHEZ VAZQUEZ,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,BIOINGENIERIA,INGENIERIA BIOELECTROQUIMICA,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
0,0.0,0,0.006603773585,0.5016564127,0.01954790268,0,6,28.22902922,0.926,4,0.05326231928,500,100,1,-0.02257994035,0.02163296216,0.02843864132,0.02843864132,CARLOS ANTONIO,CRUZ LOPEZ,DR.,2002,19,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA NUCLEAR,NEUTRONICA Y TRANSPORTE,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
0,0.0,0,0.0143557423,0.5036148827,0.002112096229,0,15,7.433047436,0.888,4,0.002602607646,2416,100,1,-0.0880037418,0.09877065691,0.09652868657,0.09606973213,EHECATL ANTONIO,DEL RIO CHANONA,DR.,2014,7,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,OPTIMIZACION Y MODELADO,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
0,0.0,0,0.01229050279,0.5030916245,0.006336248938,0,6,4.956473214,0.88,4,0.0110759178,361,41,1,-0.1425009887,0.1032850566,0.09957499903,0.09955159282,ERIK ALFREDO,CHUMACERO POLANCO,DR.,2012,9,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,SISTEMAS DINAMICOS,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
3,16.0,4,0.01977750309,0.5049937578,0.03148988402,0,11,15.81604938,0.904,4,0.03910024569,375,90,1,-0.00662411772,0.1089800585,0.1108963919,0.1094960254,OSCAR WILLIAM,LITHGOW SERRANO,DR.,2019,2,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA DE SISTEMAS,PROCESAMIENTO LENGUAJE NATURAL,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,152.0,5,0.04056162246,0.5103503185,0.002464206586,0,11,6.205607477,0.879,4,0.01936226982,291,17,1,-0.05979464883,0.08916829483,0.06952940024,0.07683669695,MIGUEL ANGEL,ZAVALA ARREDONDO,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,MANUFACTURAS METALICAS,MANUFACTURA ADITIVA DE METALES O 3D PRINTING,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
0,0.0,0,0.01866251944,0.5047095761,0.0444093466,0,7,5.568322981,0.875,4,0.01731982265,273,32,1,-0.04417760868,0.09574879208,0.09489539602,0.09527084605,ELSY TARLY,VEGA LIZAMA,DRA.,2014,7,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA AMBIENTAL,FISICOQUIMICA BIOCOMBUSTIBLES,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
4,116.0,4,0.01892744479,0.5047770701,0.004682958754,0,8,4.410714286,0.852,4,0.009275950128,404,12,1,-0.159898201,0.0686497545,0.06331803722,0.06370352463,JUAN CARLOS,BALLESTEROS PACHECO,DR.,2016,5,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,INGENIERIA ELECTROQUIMICA,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
5,298.0,7,0.009345794393,0.5023474178,0.007227341431,0,14,6.99447983,0.899,4,0.00594263367,1035,59,1,-0.08806716521,0.04802713398,0.04511814974,0.0447692811,GABRIELA,TAPIA PADILLA,DRA.,2009,12,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA AMBIENTAL,,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
